FIXED - epsilon = 0.1;
        gamma = 0.98;
        alpha = 0.6;


[Log] Agent Object Initialized (agent.js, line 8)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 221 totalScore 459 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 222 totalScore 459 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 8 BEST SCORE SO FAR 16 StepCount 223 totalScore 467 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 224 totalScore 469 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 225 totalScore 469 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 226 totalScore 470 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 227 totalScore 477 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 228 totalScore 482 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 229 totalScore 482 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 230 totalScore 483 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 231 totalScore 487 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 232 totalScore 487 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 233 totalScore 491 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 234 totalScore 496 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 235 totalScore 497 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 236 totalScore 503 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 237 totalScore 506 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 238 totalScore 507 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 239 totalScore 508 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 240 totalScore 508 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 241 totalScore 509 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 242 totalScore 509 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 243 totalScore 511 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 244 totalScore 516 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 245 totalScore 516 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 246 totalScore 517 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 247 totalScore 520 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 248 totalScore 527 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 249 totalScore 532 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 250 totalScore 537 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 251 totalScore 538 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 252 totalScore 538 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 253 totalScore 538 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 254 totalScore 541 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 255 totalScore 542 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 256 totalScore 543 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 257 totalScore 550 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 258 totalScore 551 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 259 totalScore 551 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 260 totalScore 553 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 261 totalScore 556 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 262 totalScore 557 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 263 totalScore 558 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 264 totalScore 561 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 265 totalScore 566 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 266 totalScore 567 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 267 totalScore 571 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 268 totalScore 571 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 269 totalScore 576 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 13 BEST SCORE SO FAR 16 StepCount 270 totalScore 589 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 271 totalScore 589 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 272 totalScore 590 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 273 totalScore 592 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 274 totalScore 593 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 9 BEST SCORE SO FAR 16 StepCount 275 totalScore 602 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 276 totalScore 602 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 277 totalScore 605 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 278 totalScore 605 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 279 totalScore 605 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 280 totalScore 606 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 281 totalScore 607 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 282 totalScore 609 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 283 totalScore 612 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 284 totalScore 614 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 285 totalScore 617 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 286 totalScore 617 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 287 totalScore 618 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 288 totalScore 622 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 289 totalScore 624 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 290 totalScore 626 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 291 totalScore 631 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 292 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 293 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 294 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 295 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 296 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 297 totalScore 632 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 298 totalScore 634 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 299 totalScore 634 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 300 totalScore 641 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 301 totalScore 643 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 302 totalScore 644 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 303 totalScore 645 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 304 totalScore 649 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 305 totalScore 651 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 306 totalScore 655 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 307 totalScore 655 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 308 totalScore 655 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 309 totalScore 656 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 310 totalScore 656 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 311 totalScore 657 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 312 totalScore 657 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 313 totalScore 657 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 314 totalScore 657 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 315 totalScore 657 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 316 totalScore 659 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 13 BEST SCORE SO FAR 16 StepCount 317 totalScore 672 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 318 totalScore 672 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 319 totalScore 672 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 10 BEST SCORE SO FAR 16 StepCount 320 totalScore 682 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 321 totalScore 686 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 322 totalScore 688 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 323 totalScore 688 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 324 totalScore 688 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 325 totalScore 691 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 326 totalScore 691 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 327 totalScore 691 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 328 totalScore 692 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 329 totalScore 698 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 330 totalScore 704 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 331 totalScore 707 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 12 BEST SCORE SO FAR 16 StepCount 332 totalScore 719 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 333 totalScore 724 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 334 totalScore 725 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 335 totalScore 725 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 336 totalScore 729 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 337 totalScore 729 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 338 totalScore 729 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 339 totalScore 729 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 340 totalScore 732 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 341 totalScore 732 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 342 totalScore 733 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 343 totalScore 735 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 344 totalScore 739 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 345 totalScore 739 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 346 totalScore 741 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 347 totalScore 743 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 348 totalScore 743 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 349 totalScore 743 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 350 totalScore 745 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 12 BEST SCORE SO FAR 16 StepCount 351 totalScore 757 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 352 totalScore 757 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 353 totalScore 762 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 354 totalScore 767 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 355 totalScore 767 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 356 totalScore 767 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 357 totalScore 769 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 358 totalScore 770 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 359 totalScore 770 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 360 totalScore 770 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 361 totalScore 772 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 362 totalScore 774 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 363 totalScore 775 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 364 totalScore 775 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 365 totalScore 777 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 366 totalScore 781 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 367 totalScore 781 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 368 totalScore 786 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 369 totalScore 788 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 370 totalScore 788 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 371 totalScore 789 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 372 totalScore 789 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 373 totalScore 790 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 374 totalScore 793 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 375 totalScore 794 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 376 totalScore 794 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 377 totalScore 798 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 378 totalScore 803 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 379 totalScore 808 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 380 totalScore 812 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 381 totalScore 814 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 382 totalScore 815 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 383 totalScore 815 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 384 totalScore 820 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 385 totalScore 820 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 386 totalScore 820 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 387 totalScore 822 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 388 totalScore 822 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 389 totalScore 822 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 390 totalScore 823 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 391 totalScore 825 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 392 totalScore 826 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 393 totalScore 826 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 394 totalScore 826 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 395 totalScore 831 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 396 totalScore 834 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 397 totalScore 834 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 398 totalScore 840 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 399 totalScore 844 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 400 totalScore 845 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 401 totalScore 845 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 402 totalScore 845 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 403 totalScore 845 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 404 totalScore 846 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 405 totalScore 846 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 406 totalScore 852 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 407 totalScore 855 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 408 totalScore 860 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 409 totalScore 863 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 410 totalScore 866 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 411 totalScore 868 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 412 totalScore 871 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 413 totalScore 874 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 414 totalScore 875 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 415 totalScore 877 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 416 totalScore 878 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 11 BEST SCORE SO FAR 16 StepCount 417 totalScore 889 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 418 totalScore 891 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 419 totalScore 896 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 420 totalScore 899 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 421 totalScore 899 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 422 totalScore 899 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 423 totalScore 899 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 424 totalScore 905 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 425 totalScore 906 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 426 totalScore 906 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 427 totalScore 906 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 428 totalScore 913 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 429 totalScore 913 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 430 totalScore 914 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 431 totalScore 914 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 432 totalScore 914 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 433 totalScore 914 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 434 totalScore 914 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 435 totalScore 917 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 436 totalScore 917 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 437 totalScore 917 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 438 totalScore 918 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 16 StepCount 439 totalScore 925 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 440 totalScore 925 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 441 totalScore 928 (index.js, line 328)
